AmountOfGivenCredit,Gender,Education,MaritalStatus,Age,RepaymentStatus,AmountOfBillStatement,AmountOfPreviousPayment,Outcome
350000,Female,Graduate School,Single,36,-1,655,23537,0
50000,Male,University,Married,50,-1,19061,52498,0
210000,Female,University,Single,25,-1,461,13966,0
290000,Female,University,Single,26,1,18099,1400,0
180000,Female,Graduate School,Single,30,0,174847,12151,1
230000,Female,Graduate School,Single,34,-1,18482,5000,0
140000,Female,University,Married,27,0,125273,6000,1
30000,Female,Graduate School,Single,24,0,2880,3285,1
140000,Female,Graduate School,Single,26,0,136170,6799,0
50000,Male,University,Married,46,0,15220,2000,0
80000,Female,University,Married,22,-1,1941,2132,0
120000,Male,Graduate School,Single,28,0,35220,3700,0
400000,Female,University,Single,37,-2,8948,10306,0
70000,Male,University,Married,43,0,93025,3664,0
190000,Female,University,Single,39,0,70396,5000,1
60000,Female,University,Married,40,0,57030,5000,0
20000,Female,High School,Married,38,-1,1118,12783,0
30000,Female,High School,Single,50,-1,665,0,1
450000,Male,Graduate School,Married,41,-1,560,0,0
70000,Female,Graduate School,Married,38,0,64839,2400,1
160000,Female,University,Married,38,-1,61934,5000,0
140000,Female,University,Married,30,-1,2290,2290,0
130000,Female,Graduate School,Single,26,0,7852,1152,1
70000,Female,University,Single,42,2,44689,2000,1
10000,Male,High School,Single,34,0,7165,2000,0
30000,Female,University,Single,54,0,29230,3500,0
20000,Male,Graduate School,Single,42,0,15610,3000,0
360000,Female,University,Single,44,-1,10311,2758,0
50000,Male,High School,Single,29,2,1050,0,1
20000,Male,University,Single,24,1,16981,0,1
110000,Male,University,Single,29,-1,10839,2995,0
150000,Female,Graduate School,Single,40,-2,-3,374,0
140000,Female,University,Married,30,0,21593,2000,0
70000,Female,High School,Married,47,0,70798,2500,1
80000,Male,Others,Single,28,1,87377,62,0
80000,Male,Graduate School,Single,32,-1,14939,1000,0
50000,Male,University,Single,24,1,51116,0,0
100000,Male,Graduate School,Single,27,0,14712,5000,0
130000,Female,University,Single,35,0,1923,1000,0
400000,Male,Graduate School,Single,32,0,71991,10242,0
500000,Male,Graduate School,Single,41,-1,326,628,1
450000,Male,Graduate School,Single,26,0,20571,20000,0
80000,Female,Graduate School,Single,26,0,19891,1576,0
500000,Male,Graduate School,Married,45,-1,10147,7395,0
210000,Female,Graduate School,Single,32,-2,1400,2800,0
440000,Female,Graduate School,Single,28,0,67594,3000,0
280000,Male,Graduate School,Single,27,0,39664,9022,0
10000,Male,University,Married,50,2,2400,0,1
210000,Female,University,Married,36,0,124011,5011,0
100000,Male,Graduate School,Single,26,0,96644,5000,0
210000,Female,Graduate School,Single,33,0,6309,0,1
500000,Female,Graduate School,Married,37,-1,993,1413,0
150000,Male,Graduate School,Married,39,0,65627,2982,0
390000,Female,Graduate School,Married,40,1,30245,236533,0
100000,Female,University,Married,26,2,97361,4732,1
300000,Male,Graduate School,Married,45,-1,5045,688,0
80000,Male,University,Married,46,0,79656,3211,0
50000,Male,University,Single,22,1,50781,41,0
200000,Female,University,Single,34,0,30833,4000,0
380000,Female,Graduate School,Married,42,-1,7079,10437,0
90000,Female,High School,Single,25,0,74818,2400,0
50000,Male,Graduate School,Single,27,2,6291,0,1
30000,Female,High School,Single,51,-1,770,0,0
300000,Male,Graduate School,Married,44,0,21507,1379,0
20000,Male,High School,Married,57,-1,390,390,1
50000,Female,Graduate School,Married,47,-1,390,390,0
50000,Male,Graduate School,Single,28,0,18771,10000,0
70000,Female,University,Others,42,0,69486,3000,0
230000,Female,Graduate School,Married,34,0,124824,10001,0
290000,Female,University,Married,37,0,277449,52000,0
240000,Male,Graduate School,Married,49,-1,511,0,0
330000,Male,Graduate School,Single,32,-1,2145,0,0
300000,Male,Graduate School,Married,38,0,87118,1691,0
160000,Female,Graduate School,Married,40,-1,326,326,1
360000,Male,Graduate School,Married,36,0,28291,3000,0
60000,Female,University,Others,49,0,59902,3400,1
200000,Male,Graduate School,Single,42,0,163340,8000,0
220000,Female,Graduate School,Single,50,0,216194,11000,0
500000,Female,University,Married,42,0,431195,17624,0
10000,Male,University,Single,38,0,7955,1140,1
20000,Female,University,Others,47,1,17624,1300,0
50000,Female,Others,Married,33,2,24890,1925,1
220000,Female,University,Single,27,-1,1051,735,1
140000,Male,High School,Married,38,2,110674,22500,1
80000,Female,Graduate School,Single,27,0,42414,2039,0
70000,Female,Graduate School,Single,24,0,69023,3600,0
390000,Female,Graduate School,Married,32,-2,1714,53367,0
10000,Male,University,Married,47,0,8884,1159,0
290000,Male,Graduate School,Single,36,0,22681,20246,0
280000,Male,High School,Married,47,-1,2479,3564,0
250000,Female,University,Married,29,0,180056,4077,0
80000,Female,University,Married,45,3,34282,1567,1
500000,Female,University,Married,37,0,207205,9755,0
50000,Male,University,Single,26,0,47974,2500,0
20000,Male,High School,Single,23,-1,1706,6394,0
50000,Female,University,Single,23,0,16621,1037,1
160000,Female,University,Married,47,1,0,0,1
20000,Male,University,Single,24,2,1650,0,1
80000,Female,High School,Married,25,-1,550,1606,0
290000,Female,University,Married,27,0,284298,14013,0
20000,Male,High School,Married,25,0,15706,1700,0
30000,Female,University,Married,37,0,26168,2000,0
170000,Male,Graduate School,Single,32,-1,69013,0,0
700000,Female,Graduate School,Married,36,0,450827,13000,0
50000,Male,High School,Others,58,0,46199,2023,0
200000,Male,Graduate School,Single,31,1,0,0,0
20000,Male,University,Married,27,0,6599,3000,0
60000,Male,University,Married,41,0,95648,5000,0
160000,Male,High School,Married,42,1,0,1564,0
370000,Male,University,Married,34,-1,13854,3382,0
500000,Female,High School,Single,49,0,207406,15000,0
500000,Female,University,Married,40,-2,240927,1093,0
50000,Female,Graduate School,Single,22,-1,45107,2000,1
140000,Female,Graduate School,Married,36,0,72462,4000,0
210000,Female,University,Married,50,-1,390,390,1
300000,Female,Graduate School,Married,56,1,0,0,1
60000,Female,University,Single,23,0,55765,2600,1
80000,Male,University,Married,60,2,48463,2100,1
50000,Male,High School,Married,48,-1,50899,2000,0
240000,Female,University,Married,44,0,21468,3000,0
360000,Female,Graduate School,Single,27,-1,1994,5317,0
140000,Female,Graduate School,Single,24,0,25118,2000,0
310000,Male,Graduate School,Married,37,0,190704,7787,0
20000,Female,University,Single,22,0,14413,3000,0
140000,Female,University,Single,29,0,46605,2281,0
440000,Male,Graduate School,Married,62,0,14721,4909,0
330000,Male,University,Married,34,0,17421,1650,0
60000,Male,Graduate School,Single,26,0,29860,1500,0
120000,Female,University,Single,23,0,38842,2300,0
290000,Female,University,Single,34,-1,8690,0,0
20000,Male,University,Single,26,1,14437,1600,0
500000,Female,University,Married,64,1,493,1086,1
20000,Male,University,Single,25,2,150,0,0
150000,Female,High School,Married,46,2,11164,1000,1
490000,Female,University,Married,42,-1,15838,11404,0
170000,Male,University,Single,24,0,108717,8092,0
50000,Female,Graduate School,Single,27,1,2238,2000,1
150000,Male,University,Married,40,0,106396,7041,0
390000,Male,Graduate School,Single,41,-1,6782,1466,0
380000,Male,Graduate School,Single,33,0,79099,3000,0
170000,Female,University,Married,34,1,-270,0,0
170000,Female,University,Married,26,0,55658,5000,0
390000,Male,Graduate School,Married,36,1,0,250,1
30000,Female,University,Single,28,2,20218,0,0
300000,Female,University,Married,48,-1,440,452,0
180000,Female,Graduate School,Single,25,-1,23890,2181,0
360000,Female,University,Married,27,0,241584,124900,0
230000,Female,University,Married,42,0,5838,1300,0
30000,Male,High School,Single,28,1,25554,3204,1
400000,Female,University,Married,45,-1,9083,12658,0
20000,Male,University,Single,47,2,19401,1331,1
100000,Female,University,Single,26,-1,1508,6186,0
340000,Male,University,Married,43,1,-15,0,1
30000,Female,University,Single,22,0,27849,2000,0
440000,Male,High School,Married,38,2,775,1551,1
100000,Male,University,Married,46,2,390,390,0
30000,Female,High School,Single,28,0,25354,1650,0
20000,Male,University,Single,43,1,20251,0,1
200000,Male,University,Married,40,1,303719,5133,0
180000,Male,University,Single,34,0,167604,6949,0
50000,Female,University,Single,34,-2,23264,13573,0
210000,Female,University,Single,27,0,115583,25000,0
210000,Female,University,Single,24,0,94681,3766,0
220000,Female,Graduate School,Married,36,0,190691,20000,0
240000,Male,Graduate School,Married,36,2,183360,8600,0
200000,Male,University,Single,33,0,6195,1300,1
20000,Male,University,Single,46,0,19401,1650,1
180000,Female,Graduate School,Married,33,-1,13999,4176,0
90000,Female,Graduate School,Single,26,2,89526,3400,1
130000,Male,High School,Married,56,-1,582,0,1
100000,Male,Graduate School,Married,51,2,87603,8200,1
450000,Female,Graduate School,Single,54,1,-237,0,0
210000,Male,University,Married,42,0,88498,3555,0
380000,Female,University,Single,28,0,123880,7050,0
20000,Female,University,Married,39,0,20246,3000,0
50000,Female,Graduate School,Single,27,0,51076,2223,0
50000,Female,Graduate School,Single,24,-1,1354,1054,1
160000,Male,High School,Single,42,0,43753,4100,0
450000,Female,Graduate School,Married,27,1,-4,973,0
30000,Male,High School,Married,47,2,19150,600,0
310000,Female,High School,Married,31,0,214190,9000,0
50000,Male,High School,Single,26,2,41827,1800,1
160000,Male,High School,Single,35,0,38486,1652,0
170000,Male,Graduate School,Single,31,-1,959,1911,0
230000,Female,Graduate School,Single,28,0,15714,13171,0
20000,Male,High School,Single,25,0,3556,1481,0
50000,Female,University,Single,22,-2,64498,349,0
140000,Female,High School,Married,25,-2,76910,1994,0
50000,Female,University,Single,43,1,48777,0,0
280000,Female,University,Single,31,-2,2419,10517,0
360000,Female,Graduate School,Single,31,-2,211,70,0
50000,Male,High School,Single,22,0,45803,2400,0
20000,Male,University,Single,21,0,19739,1000,0
310000,Female,University,Married,34,0,87842,3021,0
260000,Female,High School,Single,33,0,7571,1000,0
80000,Male,Graduate School,Married,41,3,7866,1200,1
30000,Male,High School,Single,42,1,13347,0,1
340000,Female,University,Single,29,0,135538,4093,0
260000,Female,Graduate School,Single,27,-1,37003,1305,0
420000,Female,University,Married,40,0,33561,5900,0
80000,Female,Graduate School,Married,54,2,12894,3084,1
400000,Male,Graduate School,Married,36,0,44765,10006,0
460000,Male,Graduate School,Married,50,-1,30765,13953,0
200000,Male,University,Single,39,0,31236,1838,0
160000,Male,University,Married,52,-1,390,780,0
70000,Male,Graduate School,Single,26,0,6121,1200,1
290000,Male,High School,Single,43,-2,170823,8050,0
120000,Female,Graduate School,Single,29,0,50150,5069,0
100000,Female,Graduate School,Single,26,0,24459,3000,0
30000,Female,High School,Married,55,0,27381,1633,0
30000,Female,Graduate School,Single,23,2,14546,1265,1
50000,Female,Graduate School,Single,23,0,33959,2000,0
210000,Female,Graduate School,Married,39,-1,4443,3569,1
10000,Male,High School,Single,24,1,5530,500,1
250000,Female,Graduate School,Married,50,-2,18381,2749,0
230000,Female,University,Married,31,1,0,2716,0
150000,Male,Graduate School,Single,26,-2,0,0,0
20000,Female,Graduate School,Single,22,1,21672,1000,1
150000,Female,University,Married,41,0,80435,3349,0
20000,Male,High School,Single,48,0,5861,1119,0
400000,Female,Graduate School,Single,30,-1,1919,7389,0
20000,Female,University,Married,40,2,17761,4000,0
440000,Female,University,Married,45,-1,600,0,1
20000,Male,University,Single,26,-1,1439,1261,0
320000,Male,Graduate School,Single,26,-1,316,316,0
300000,Male,Graduate School,Married,37,0,41000,0,0
50000,Female,High School,Married,24,-1,18965,3000,0
210000,Male,Graduate School,Single,27,0,110757,5650,0
350000,Female,Graduate School,Single,33,-1,2383,9911,0
470000,Male,Graduate School,Married,33,-1,1260,2530,0
300000,Female,Graduate School,Single,28,-2,0,0,0
30000,Male,University,Single,25,2,1050,0,1
210000,Male,University,Single,28,0,180004,9000,0
30000,Female,Graduate School,Married,37,0,8301,1191,0
200000,Female,University,Single,27,0,127843,6579,0
140000,Male,University,Married,41,0,82309,12682,0
50000,Female,Graduate School,Single,26,0,45431,1811,0
10000,Male,University,Single,32,1,9001,0,1
390000,Female,University,Single,28,0,116720,7000,0
50000,Female,High School,Married,50,0,48173,2235,0
50000,Female,University,Married,25,0,16221,3000,1
30000,Female,High School,Single,31,-1,5477,8011,0
50000,Female,Graduate School,Single,31,3,27166,3769,1
50000,Female,Graduate School,Single,33,1,0,0,0
260000,Male,Graduate School,Others,41,0,253795,9269,0
50000,Female,Graduate School,Single,34,1,0,0,0
140000,Male,Graduate School,Single,28,-1,639,8358,0
490000,Male,Graduate School,Single,28,0,422483,15358,0
60000,Female,University,Single,24,1,60425,28,1
80000,Male,Graduate School,Single,39,2,62281,2500,1
80000,Male,Graduate School,Single,26,0,51533,1800,0
290000,Male,Graduate School,Single,28,0,162118,6000,0
280000,Male,University,Single,28,0,104451,4470,0
130000,Male,University,Single,29,0,111731,6000,0
20000,Male,High School,Married,52,-1,2912,390,0
50000,Male,University,Single,31,0,48548,2032,1
330000,Female,Graduate School,Single,28,1,963,504,0
150000,Female,High School,Single,40,0,95943,32153,1
150000,Female,University,Single,26,0,96739,4000,0
210000,Male,University,Others,27,0,81387,3883,0
10000,Male,University,Others,28,0,5757,1300,1
300000,Female,High School,Married,32,0,15003,1469,0
140000,Female,University,Single,35,0,140387,5509,0
50000,Female,University,Single,26,1,0,0,0
140000,Male,Graduate School,Single,30,-1,1750,1003,0
50000,Female,University,Married,32,0,46610,2021,0
500000,Male,Graduate School,Single,35,-1,1369,4769,0
500000,Female,High School,Married,36,0,70016,2568,0
20000,Male,University,Single,38,2,1442,1261,0
420000,Male,Graduate School,Married,47,-1,10517,15585,0
60000,Male,University,Married,37,1,22007,3000,1
60000,Male,University,Married,37,0,30010,5000,0
190000,Female,University,Single,35,0,158360,4800,0
220000,Male,Graduate School,Married,48,3,2500,0,1
110000,Female,University,Single,28,2,86774,4200,1
290000,Male,University,Married,33,-1,1300,0,0
50000,Female,University,Married,25,2,50105,2300,0
110000,Female,University,Single,39,0,210804,5426,0
230000,Female,University,Married,35,-2,2132,1531,0
250000,Female,Graduate School,Married,42,-1,16240,0,0
100000,Male,Graduate School,Single,26,0,7136,1500,0
30000,Female,Graduate School,Single,23,0,29064,2000,0
230000,Male,Graduate School,Married,47,1,0,0,0
50000,Male,University,Married,29,0,49660,2000,1
420000,Male,Graduate School,Single,33,1,-190,6699,0
30000,Male,University,Single,33,0,30247,1590,0
20000,Male,Graduate School,Single,34,1,8834,1000,1
200000,Female,Graduate School,Married,43,0,200898,10000,0
90000,Female,Graduate School,Single,27,1,17374,0,0
110000,Male,High School,Married,45,0,66820,4400,0
60000,Female,University,Single,26,0,58452,2500,0
80000,Male,Graduate School,Single,35,0,37642,4000,0
50000,Male,High School,Married,41,1,85579,3023,0
180000,Male,Graduate School,Single,28,1,0,0,0
110000,Female,University,Single,39,0,109221,4230,0
150000,Female,Graduate School,Married,33,0,50286,61101,0
120000,Female,University,Single,30,0,104801,4000,0
150000,Male,Graduate School,Single,40,0,152175,5800,0
360000,Female,High School,Married,42,-1,9152,6361,0
60000,Male,University,Married,56,0,26344,1446,1
480000,Male,University,Married,40,0,69011,3000,0
400000,Female,University,Single,25,0,393159,2522,0
60000,Female,University,Single,24,1,44238,4000,0
240000,Female,University,Married,29,0,198128,16500,1
30000,Female,Graduate School,Single,27,0,3415,1000,0
240000,Female,Graduate School,Single,38,0,138151,6021,0
50000,Female,University,Single,23,0,16370,1524,1
130000,Female,Graduate School,Single,27,0,91467,3247,0
